NPI,Provider Name,Full Address,Phone,Specialty,Specialty_Classification,Specialty_Grouping,Latitude,Longitude
1962492694,LOGAN HEALTH - CONRAD,"805 SUNSET BLVD, CONRAD, MT 59425",4062715566,Durable Medical Equipment & Medical Supplies,Durable Medical Equipment & Medical Supplies,Suppliers,48.173966743625,-111.959158757926
1760472815,"FLORENCE FAMILY CHIROPRACTIC, INC","514 N 1ST ST, HAMILTON, MT 59840",4062730237,Chiropractor,Chiropractor,Chiropractic Providers,46.251875234144,-114.156137501794
1164413225,JOHN SCHNEIDER JR MD PC,"2877 OVERLAND AVE, BILLINGS, MT 59102",4066518197,Neurological Surgery Physician,Neurological Surgery,Allopathic & Osteopathic Physicians,45.749779644478,-108.58708339057
1356332266,CHOUTEAU COUNTY DISTRICT HOSPITAL,"1501 SAINT CHARLES ST, FORT BENTON, MT 59442",4066223331,Critical Access Hospital,General Acute Care Hospital,Hospitals,47.820254009177,-110.672903916186
1306837422,"NORTH VALLEY HEALTH CARE, INC.","63 MAIN ST, STEVENSVILLE, MT 59870",4067775411,Assisted Living Facility,Assisted Living Facility,Nursing & Custodial Care Facilities,46.5125734081,-114.0928699934
1598756322,COUNTY OF TETON,"24 MAIN AVE N, CHOTEAU, MT 59422",4064665338,Nursing Facility/Intermediate Care Facility,Nursing Facility/Intermediate Care Facility,Nursing & Custodial Care Facilities,47.811639100419,-112.183101258742
1316928401,TOOLE COUNTY,"640 PARK AVE, SHELBY, MT 59474",4064343200,Oxygen Equipment & Supplies (DME),Durable Medical Equipment & Medical Supplies,Suppliers,48.509043332568,-111.850415918594
1992786784,EASTERN MONTANA COMMUNITY MENTAL HEALTH CENTER,"2508 WILSON ST, MILES CITY, MT 59301",4062341687,Addiction (Substance Use Disorder) Counselor,Counselor,Behavioral Health & Social Service Providers,46.397311532136,-105.830698133403
1992786933,DAHL MEMORIAL HEALTHCARE ASSOCIATION,"106 E PARK ST, EKALAKA, MT 59324",4067758730,Skilled Nursing Facility,Skilled Nursing Facility,Nursing & Custodial Care Facilities,45.888622475877,-104.550793802001
1962483610,WHOLISTIC CHIROPRACTIC PC,"436 S 3RD ST W, MISSOULA, MT 59801",4067287777,Chiropractor,Chiropractor,Chiropractic Providers,46.867023290162,-114.002568032081
1841271194,JANINE HIEB LAC LCPC,"1601 2ND AVE N, SUITE 200, GREAT FALLS, MT 59401",4067615046,Addiction (Substance Use Disorder) Counselor,Counselor,Behavioral Health & Social Service Providers,47.507486528733,-111.279803905152
1639150956,FOOT AND ANKLE CLINIC OF MONTANA,"1301 11TH AVE S, EVERGREEN MALL, GREAT FALLS, MT 59405",4067612222,Podiatrist,Podiatrist,Podiatric Medicine & Surgery Service Providers,47.493194530528,-111.285172430154
1164404026,THREE FORKS AREA AMBULANCE SERVICE DISTRICT,"15 EAST DATE STREET, THREE FORKS, MT 59752",4062853819,Ambulance,Ambulance,Transportation Services,45.892025110749,-111.552190126135
1275515157,"ROCKY MOUNTAIN SURGICAL CENTER, LLC","1450 ELLIS ST, SUITE 101, BOZEMAN, MT 59715",4065569000,Ambulatory Surgical Clinic/Center,Clinic/Center,Ambulatory Health Care Facilities,45.671709866913,-111.016109300086
1558343202,MONTANA MENTAL HEALTH NURSING CARE CENTER,"800 CASINO CREEK DR, LEWISTOWN, MT 59457",4065387451,Pharmacy,Pharmacy,Suppliers,47.056395484126,-109.424139482946
1518949981,"KISMET BZN, LLC","205 N TRACY AVE, BOZEMAN, MT 59715",4065878710,Physical Therapist,Physical Therapist,"Respiratory, Developmental, Rehabilitative and Restorative Service Providers",45.681503500831,-111.037323355041
1700868197,THE EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,"10 MOUNTAIN VIEW DR, EUREKA, MT 59917",4062972541,Nursing Facility Supplies (DME),Durable Medical Equipment & Medical Supplies,Suppliers,48.875653661898,-115.04246683451
1528040904,"KISMET MILS, LLC","2300 WILSON ST, MILES CITY, MT 59301",4068745134,Home Health Agency,Home Health,Agencies,46.397307074817,-105.832368352729
1942283494,"CREGER FAMILY EYE CARE, PC","233 E GLENDALE ST, DILLON, MT 59725",4066832611,Optometrist,Optometrist,Eye and Vision Services Providers,45.215506431161,-112.635821841853
1346224391,DANIELS MEMORIAL HOSPITAL,"105 5TH AVE E, SCOBEY, MT 59263",4064872296,Critical Access Hospital Clinic/Center,Clinic/Center,Ambulatory Health Care Facilities,48.78822659999999,-105.4181841
1366426991,"FREEDOM PHYSICAL THERAPY, P.C.","715 KENSINGTON AVE, STE 18, MISSOULA, MT 59801",4065423600,Physical Therapist,Physical Therapist,"Respiratory, Developmental, Rehabilitative and Restorative Service Providers",46.85327346962,-114.008135483054
1841275211,"HELENA SURGICENTER, LLC","2440 WINNE AVE, SUITE 100, HELENA, MT 59601",4064574200,Ambulatory Surgical Clinic/Center,Clinic/Center,Ambulatory Health Care Facilities,46.581494541879,-111.997818387642
1487639233,EAGLE CALF TECHNICAL CORPORATION,"324 POPIMI ST, BROWNING, MT 59417",4063385182,Durable Medical Equipment & Medical Supplies,Durable Medical Equipment & Medical Supplies,Suppliers,48.558402584238,-113.012367992756
1730165143,"KREISERS, INC. OF MONTANA","1724 8TH AVE N, BILLINGS, MT 59101",4062529309,Durable Medical Equipment & Medical Supplies,Durable Medical Equipment & Medical Supplies,Suppliers,45.794413519483,-108.498450050078
1679550107,MONTANA PLAINS REHABILITATION PC,"500 15TH AVE S, SUITE ONE, GREAT FALLS, MT 59405",4064552149,Physical Medicine & Rehabilitation Physician,Physical Medicine & Rehabilitation,Allopathic & Osteopathic Physicians,47.499649137546,-111.281749832754
1245217199,EYECARE ASSOCIATES OF LEWISTOWN PC,"119 E MAIN ST, LEWISTOWN, MT 59457",4065385488,Optometrist,Optometrist,Eye and Vision Services Providers,47.067013340853,-109.423609224972
1285611129,BIGHORN VALLEY HEALTH CENTER INCORPORATED,"601 MAIN ST, MILES CITY, MT 59301",4068748700,Federally Qualified Health Center (FQHC),Clinic/Center,Ambulatory Health Care Facilities,46.406184102697,-105.850384532479
1942287891,FACILITATING LIFE CHANGES INC,"301 W SPRUCE ST, MISSOULA, MT 59802",4063279697,Clinical Psychologist,Psychologist,Behavioral Health & Social Service Providers,46.874890359772,-113.995816914201
1164400735,BUTTE OXYGEN INC.,"700 DEWEY BLVD, BUTTE, MT 59701",4064941349,Durable Medical Equipment & Medical Supplies,Durable Medical Equipment & Medical Supplies,Suppliers,45.983330195121,-112.527228818695
1386622843,GOLD STREET CLINIC,"775 W GOLD ST, BUTTE, MT 59701",4067829090,Primary Care Clinic/Center,Clinic/Center,Ambulatory Health Care Facilities,46.00752989999999,-112.5469719
1497733471,NORTHERN ROCKIES NEUROSURGEONS PLLC,"2900 12TH AVE N, SUITE 340 W, BILLINGS, MT 59101",4062375760,Neurological Surgery Physician,Neurological Surgery,Allopathic & Osteopathic Physicians,45.792930148074,-108.518243415129
1639158645,"BIG SKY SURGERY CENTER, LLC","2833 FORT MISSOULA RD, MISSOULA, MT 59804",4065426559,Ambulatory Surgical Clinic/Center,Clinic/Center,Ambulatory Health Care Facilities,46.842328857004,-114.056788586416
1720067705,FIVE VALLEYS UROLOGY,"2875 TINA, SUITE 101, MISSOULA, MT 59808",4067283366,Urology Physician,Urology,Allopathic & Osteopathic Physicians,46.892569746601,-114.041776140614
1508845363,BOZEMAN MANUAL THERAPY PC,"1700 WEST KOCH, SUITE 12, BOZEMAN, MT 59715",4065876057,Physical Therapist,Physical Therapist,"Respiratory, Developmental, Rehabilitative and Restorative Service Providers",45.67524208512,-111.060440031433
1124007638,HEALTHCENTER NORTHWEST LLC,"320 SUNNYVIEW LN, KALISPELL, MT 59901",4067519729,General Acute Care Hospital,General Acute Care Hospital,Hospitals,48.216177850321,-114.323979442146
1316927189,COMMUNITY HOME OXYGEN INC,"300 15TH ST S STE 7, GREAT FALLS, MT 59405",4064520202,Customized Equipment (DME),Durable Medical Equipment & Medical Supplies,Suppliers,47.501845938026,-111.281737537771
1366422107,COMMUNITY HOME OXYGEN INC,"2110 OVERLAND AVE STE 116, BILLINGS, MT 59102",4062459792,Customized Equipment (DME),Durable Medical Equipment & Medical Supplies,Suppliers,45.752080840412,-108.567869195966
1992785687,COMMUNITY HOME OXYGEN INC,"114 BRIDGER CENTER DR, UNIT A, BOZEMAN, MT 59715",4065861262,Customized Equipment (DME),Durable Medical Equipment & Medical Supplies,Suppliers,45.7016895914,-111.028658921211
1417937103,COMMUNITY HOME OXYGEN INC,"3103 PROSPECT AVE, HELENA, MT 59601",4064433716,Customized Equipment (DME),Durable Medical Equipment & Medical Supplies,Suppliers,46.591145088217,-111.986020730496
