NPI,Provider Name,Full Address,Phone,Specialty,Specialty_Classification,Specialty_Grouping,Latitude,Longitude
1821455981,JENCO MEDICAL INCORPORATED DBA SAMOA PROSTHETICS ORTHOTICS COMPANY,"5958 LITANI SQ, NUU'ULI VILLAGE, PAGO PAGO, AS 96799",6846990362,Durable Medical Equipment & Medical Supplies,Durable Medical Equipment & Medical Supplies,Suppliers,-14.2732232,-170.7030309
1184082190,AMERICAN SAMOA MEDICAL CENTER,"1 TURNER DRIVE, PAGO PAGO, AS 96799",6846331222,General Acute Care Hospital,General Acute Care Hospital,Hospitals,-14.2733653,-170.7030325
1619336187,AMERICAN SAMOA TROPICAL MEDICAL CENTER,"1 TURNER DRIVE, PAGO PAGO, AS 96799",6846331222,General Acute Care Hospital,General Acute Care Hospital,Hospitals,-14.2733653,-170.7030325
1982063459,AMERICAN SAMOA TROPICAL MEDICAL CENTER,"1 TURNER DRIVE, PAGO PAGO, AS 96799",6846331222,Critical Access Hospital,General Acute Care Hospital,Hospitals,-14.2733653,-170.7030325
1205295771,AMERICAN SAMOA MEDICAL CENTER AUTHORITY,"1 TURNER DRIVE, PAGO PAGO, AS 96799",6846331222,Rural Acute Care Hospital,General Acute Care Hospital,Hospitals,-14.2733653,-170.7030325
1831637966,PACIFIC SLEEP CARE,"4445 MATUU ROAD, PAGO PAGO, AS 96799",6846332838,Sleep Disorder Diagnostic Clinic/Center,Clinic/Center,Ambulatory Health Care Facilities,-14.2733653,-170.7030325
1659807238,JOSEPH LESCANO - MEDQUEST MEDICAL SUPPLY,"4445 G/F, PAGO PLAZA BLDG., PAGO PAGO, AS 96799",6846332838,Oxygen Equipment & Supplies (DME),Durable Medical Equipment & Medical Supplies,Suppliers,-14.2733761,-170.7019249
1780199190,STAR SUPPLY,"3505 TAFUNA RD, PAGO PAGO, AS 96799",6842588050,Dialysis Equipment & Supplies (DME),Durable Medical Equipment & Medical Supplies,Suppliers,-14.3288125,-170.7235625
1144704586,"HOPE DIALYSIS CENTER, INC.","ILI ILI ROAD VAITOGI, PAGO PAGO, AS 96799",6842725256,End-Stage Renal Disease (ESRD) Treatment Clinic/Center,Clinic/Center,Ambulatory Health Care Facilities,-14.2733653,-170.7030325
1366915100,ANGELS CROSSING HOSPICE AND HOME HEALTH,"998074. TAFUNA VI., PAGO PAGO, AS 96799",6842547940,Hospice and Palliative Medicine (Surgery) Physician,Surgery,Allopathic & Osteopathic Physicians,-14.3288125,-170.7235625
1881366540,CHARITY GERIATRIC AND WOUND CARE MEDICAL CENTER,"4099 NUUULI, PAGO PAGO, AS 96799",6847330833,Geriatric Medicine (Family Medicine) Physician,Family Medicine,Allopathic & Osteopathic Physicians,-14.3182599,-170.7229362
1568114841,"MINER AUDIOLOGY, LLC","MINER AUDIOLOGY, ROUTE 1 ATU'U, PAGO PAGO, AS 96799",6842523552,Hearing and Speech Clinic/Center,Clinic/Center,Ambulatory Health Care Facilities,-14.2701342,-170.6855723
1497401707,SAELUA MEDICAL CORPORATION,"5799 TAFUNA INDUSTRIAL PARK, BLDG #3, PAGO PAGO, AS 96799",6842563942,Clinical Psychologist,Psychologist,Behavioral Health & Social Service Providers,-14.3288125,-170.7235625
1245926286,DEPARTMENT OF SEARCH AND RESCUE (SAR),"5050 TAFUNA ROAD, EMS TAFUNA OFFICE ROAD, PAGO PAGO, AS 96799",6846997002,Emergency Medical Services (Emergency Medicine) Physician,Emergency Medicine,Allopathic & Osteopathic Physicians,-14.2733653,-170.7030325
1043085681,AMERICAN SAMOA MEDICAL CENTER,"1TURNER DR, PAGO, AS 96799",6846331222,Internal Medicine Physician,Internal Medicine,Allopathic & Osteopathic Physicians,-14.2733653,-170.7030325
1790550382,AMERICAN SAMOA MEDICAL CENTER,"96799 TURNER DR, PAGO PAGO, AS 96799",6846331222,Internal Medicine Physician,Internal Medicine,Allopathic & Osteopathic Physicians,-14.2733653,-170.7030325
1225910581,6TH AVENUE GROUP LLC,"122 PAGO PAGO ST., PAGO PAGO, AS 96799",8084256860,Physical Therapy Clinic/Center,Clinic/Center,Ambulatory Health Care Facilities,-14.2733653,-170.7030325
1538043963,M&A MEDICAL LLC,"982925 TUITASI FARM ROAD, MALAELOA-AITULAGI, PAGO PAGO, AS 96799",2107106795,Clinic/Center,Clinic/Center,Ambulatory Health Care Facilities,-14.3387957,-170.7731602
1902767627,"AMERICAN SAMOA GOVERNMENT, DEPART OF SEARCH AND RESCUE","5050 MOSOOI BLDG SUITE 202, 5050 MOSOOI BLDG SUITE 202, PAGO PAGO, AS 96799",6846994462,Land Ambulance,Ambulance,Transportation Services,-14.2733653,-170.7030325
1851253306,TAUTUA,"KOREA HOUSE, ROUTE 1, EASTERN DISTRICT, PAGO PAGO, AS 96799",6847828255,Mental Health Clinic/Center (Including Community Mental Health Center),Clinic/Center,Ambulatory Health Care Facilities,-14.2711543,-170.6997742
1376407478,AMERICAN SAMOA COMMUNITY CANCER COALITION,"1716 TAFUNA ROAD, AMP, STE #301, PAGO PAGO, AS 96799",6846990110,Health Maintenance Organization,Health Maintenance Organization,Managed Care Organizations,-14.3288125,-170.7235625
1972447639,EMPOWERING PACIFIC ISLAND COMMUNITIES,"6776 VAILOA ROAD, PAGO PAGO, AS 96799",6846883742,Case Management Agency,Case Management,Agencies,-14.2733653,-170.7030325
1053257386,ISLAND LINK LOGISTICS LLC,"6769 NUUULI STREET, PAGO PAGO, AS 96799",6847339500,Non-emergency Medical Transport (VAN),Non-emergency Medical Transport (VAN),Transportation Services,-14.3182599,-170.7229362
